OrganizationIdentifier.x,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime.TimeZoneCode,MonitoringLocationIdentifier,ResultSampleFractionText,ResultMeasureValue,ResultMeasure.MeasureUnitCode,LatitudeMeasure,LongitudeMeasure
11NPSWRD_WQX,Water,,8/23/2017,CDT,11NPSWRD_WQX-VOYA_3P_16,Dissolved,NA,ng/l,48.49893466,-92.81323449
11NPSWRD_WQX,Water,,6/9/2017,CDT,11NPSWRD_WQX-VOYA_3P_17,Dissolved,NA,ng/l,48.51902899,-92.70772231
11NPSWRD_WQX,Water,,7/13/2017,CDT,11NPSWRD_WQX-VOYA_3P_17,Dissolved,NA,ng/l,48.51902899,-92.70772231
11NPSWRD_WQX,Water,,8/25/2017,CDT,11NPSWRD_WQX-VOYA_3P_17,Dissolved,NA,ng/l,48.51902899,-92.70772231
11NPSWRD_WQX,Water,,6/8/2017,CDT,11NPSWRD_WQX-VOYA_3P_21,Dissolved,NA,ng/l,48.39863995,-92.52483764
11NPSWRD_WQX,Water,,7/20/2017,CDT,11NPSWRD_WQX-VOYA_3P_21,Dissolved,NA,ng/l,48.39863995,-92.52483764
11NPSWRD_WQX,Water,,8/23/2017,CDT,11NPSWRD_WQX-VOYA_3P_21,Dissolved,NA,ng/l,48.39863995,-92.52483764
11NPSWRD_WQX,Water,,6/6/2017,CDT,11NPSWRD_WQX-VOYA_3P_A1,Dissolved,NA,ng/l,48.42831584,-92.8269302
11NPSWRD_WQX,Water,,7/18/2017,CDT,11NPSWRD_WQX-VOYA_3P_A1,Dissolved,NA,ng/l,48.42831584,-92.8269302
11NPSWRD_WQX,Water,,8/16/2017,CDT,11NPSWRD_WQX-VOYA_3P_A1,Dissolved,NA,ng/l,48.42831584,-92.8269302
11NPSWRD_WQX,Water,,6/5/2017,CDT,11NPSWRD_WQX-VOYA_3P_SITE1,Dissolved,NA,ng/l,48.59014014,-93.15614157
11NPSWRD_WQX,Water,,7/19/2017,CDT,11NPSWRD_WQX-VOYA_3P_SITE1,Dissolved,NA,ng/l,48.59014014,-93.15614157
11NPSWRD_WQX,Water,,8/21/2017,CDT,11NPSWRD_WQX-VOYA_3P_SITE1,Dissolved,NA,ng/l,48.59014014,-93.15614157
11NPSWRD_WQX,Water,,6/7/2017,CDT,11NPSWRD_WQX-VOYA_3P_SITE45,Dissolved,NA,ng/l,48.45819209,-92.96511687
11NPSWRD_WQX,Water,,7/19/2017,CDT,11NPSWRD_WQX-VOYA_3P_SITE45,Dissolved,NA,ng/l,48.45819209,-92.96511687
11NPSWRD_WQX,Water,,8/16/2017,CDT,11NPSWRD_WQX-VOYA_3P_SITE45,Dissolved,NA,ng/l,48.45819209,-92.96511687
MNDA_PESTICIDE,Water,Surface Water,8/2/2017,CST,MNDA_PESTICIDE-03-0077-00-201,Total,NA,No Unit,47.012922,-95.404103
MNDA_PESTICIDE,Water,Surface Water,9/6/2017,CST,MNDA_PESTICIDE-03-0199-00-201,Total,NA,No Unit,46.934524,-95.598219
MNDA_PESTICIDE,Water,Surface Water,9/5/2017,CST,MNDA_PESTICIDE-03-0209-00-201,Total,NA,No Unit,47.036101,-95.630376
MNDA_PESTICIDE,Water,Surface Water,9/5/2017,CST,MNDA_PESTICIDE-03-0209-00-201,Total,NA,No Unit,47.036101,-95.630376
MNDA_PESTICIDE,Water,Surface Water,9/11/2017,CST,MNDA_PESTICIDE-03-0242-00-202,Total,NA,No Unit,46.974714,-95.654909
MNDA_PESTICIDE,Water,Surface Water,9/7/2017,CST,MNDA_PESTICIDE-03-0751-00-202,Total,NA,No Unit,46.732401,-96.076045
MNDA_PESTICIDE,Water,Surface Water,8/21/2017,CST,MNDA_PESTICIDE-06-0120-00-201,Total,NA,No Unit,45.488022,-96.442552
MNDA_PESTICIDE,Water,Surface Water,7/19/2017,CST,MNDA_PESTICIDE-07-0060-01-102,Total,NA,No Unit,44.195187,-93.90054
MNDA_PESTICIDE,Water,Surface Water,7/10/2017,CST,MNDA_PESTICIDE-09-0050-00-201,Total,NA,No Unit,46.678717,-92.700484
MNDA_PESTICIDE,Water,Surface Water,8/24/2017,CST,MNDA_PESTICIDE-10-0107-00-201,Total,NA,No Unit,44.788135,-93.91278
MNDA_PESTICIDE,Water,Surface Water,7/19/2017,CST,MNDA_PESTICIDE-11-0047-00-201,Total,NA,No Unit,46.845568,-93.995479
MNDA_PESTICIDE,Water,Surface Water,7/12/2017,CST,MNDA_PESTICIDE-11-0136-00-201,Total,NA,No Unit,47.075545,-94.131033
MNDA_PESTICIDE,Water,Surface Water,7/12/2017,CST,MNDA_PESTICIDE-11-0480-00-202,Total,NA,No Unit,47.073709,-94.601993
MNDA_PESTICIDE,Water,Surface Water,7/11/2017,CST,MNDA_PESTICIDE-11-0487-00-201,Total,NA,No Unit,47.300193,-94.559962
MNDA_PESTICIDE,Water,Surface Water,7/25/2017,CST,MNDA_PESTICIDE-16-0182-00-103,Total,NA,No Unit,47.911174,-90.486578
MNDA_PESTICIDE,Water,Surface Water,8/15/2017,CST,MNDA_PESTICIDE-16-0643-00-102,Total,NA,No Unit,47.667845,-90.988897
MNDA_PESTICIDE,Water,Surface Water,8/30/2017,CST,MNDA_PESTICIDE-17-0056-01-201,Total,NA,No Unit,44.053641,-95.376005
MNDA_PESTICIDE,Water,Surface Water,10/10/2017,CST,MNDA_PESTICIDE-17-0056-01-201,Total,NA,No Unit,44.053641,-95.376005
MNDA_PESTICIDE,Water,Surface Water,7/24/2017,CST,MNDA_PESTICIDE-18-0123-00-202,Total,NA,No Unit,46.436835,-93.957786
MNDA_PESTICIDE,Water,Surface Water,7/24/2017,CST,MNDA_PESTICIDE-18-0123-00-202,Total,NA,No Unit,46.436835,-93.957786
MNDA_PESTICIDE,Water,Surface Water,7/25/2017,CST,MNDA_PESTICIDE-18-0146-00-201,Total,NA,No Unit,46.428897,-94.123492
MNDA_PESTICIDE,Water,Surface Water,8/9/2017,CST,MNDA_PESTICIDE-18-0430-00-201,Total,NA,No Unit,46.435337,-93.933372
MNDA_PESTICIDE,Water,Surface Water,8/9/2017,CST,MNDA_PESTICIDE-18-0430-00-201,Total,NA,No Unit,46.435337,-93.933372
MNDA_PESTICIDE,Water,Surface Water,8/9/2017,CST,MNDA_PESTICIDE-21-0080-00-206,Total,NA,No Unit,45.919352,-95.396799
MNDA_PESTICIDE,Water,Groundwater,4/28/2016,CST,MNDA_PESTICIDE-244119,Total,NA,No Unit,48.093602,-96.442571
MNDA_PESTICIDE,Water,Groundwater,10/5/2016,CST,MNDA_PESTICIDE-244119,Total,NA,No Unit,48.093602,-96.442571
MNDA_PESTICIDE,Water,Groundwater,5/4/2017,CST,MNDA_PESTICIDE-244119,Total,NA,No Unit,48.093602,-96.442571
MNDA_PESTICIDE,Water,Groundwater,10/5/2017,CST,MNDA_PESTICIDE-244119,Total,NA,No Unit,48.093602,-96.442571
MNDA_PESTICIDE,Water,Groundwater,4/28/2016,CST,MNDA_PESTICIDE-244120,Total,NA,No Unit,48.137973,-96.347398
MNDA_PESTICIDE,Water,Groundwater,10/5/2016,CST,MNDA_PESTICIDE-244120,Total,NA,No Unit,48.137973,-96.347398
MNDA_PESTICIDE,Water,Groundwater,5/4/2017,CST,MNDA_PESTICIDE-244120,Total,NA,No Unit,48.137973,-96.347398
MNDA_PESTICIDE,Water,Groundwater,5/4/2017,CST,MNDA_PESTICIDE-244120,Total,NA,No Unit,48.137973,-96.347398
MNDA_PESTICIDE,Water,Groundwater,10/5/2017,CST,MNDA_PESTICIDE-244120,Total,NA,No Unit,48.137973,-96.347398
MNDA_PESTICIDE,Water,Groundwater,4/28/2016,CST,MNDA_PESTICIDE-244122,Total,NA,No Unit,48.093587,-96.349712
MNDA_PESTICIDE,Water,Groundwater,4/28/2016,CST,MNDA_PESTICIDE-244122,Total,NA,No Unit,48.093587,-96.349712
MNDA_PESTICIDE,Water,Groundwater,10/5/2016,CST,MNDA_PESTICIDE-244122,Total,NA,No Unit,48.093587,-96.349712
MNDA_PESTICIDE,Water,Groundwater,5/4/2017,CST,MNDA_PESTICIDE-244122,Total,NA,No Unit,48.093587,-96.349712
MNDA_PESTICIDE,Water,Groundwater,10/5/2017,CST,MNDA_PESTICIDE-244122,Total,NA,No Unit,48.093587,-96.349712
MNDA_PESTICIDE,Water,Groundwater,4/19/2016,CST,MNDA_PESTICIDE-244184,Total,NA,No Unit,46.665473,-95.601098
MNDA_PESTICIDE,Water,Groundwater,5/3/2017,CST,MNDA_PESTICIDE-244184,Total,NA,No Unit,46.665473,-95.601098
MNDA_PESTICIDE,Water,Groundwater,5/19/2016,CST,MNDA_PESTICIDE-244492,Total,NA,No Unit,45.453103,-95.952343
MNDA_PESTICIDE,Water,Groundwater,11/8/2017,CST,MNDA_PESTICIDE-244492,Total,NA,No Unit,45.453103,-95.952343
MNDA_PESTICIDE,Water,Groundwater,5/18/2016,CST,MNDA_PESTICIDE-244529,Total,NA,No Unit,45.167169,-95.919809
MNDA_PESTICIDE,Water,Groundwater,11/14/2016,CST,MNDA_PESTICIDE-244529,Total,NA,No Unit,45.167169,-95.919809
MNDA_PESTICIDE,Water,Groundwater,5/18/2017,CST,MNDA_PESTICIDE-244529,Total,NA,No Unit,45.167169,-95.919809
MNDA_PESTICIDE,Water,Groundwater,11/8/2017,CST,MNDA_PESTICIDE-244529,Total,NA,No Unit,45.167169,-95.919809
MNDA_PESTICIDE,Water,Groundwater,4/28/2016,CST,MNDA_PESTICIDE-249811,Total,NA,No Unit,48.325939,-96.651524
MNDA_PESTICIDE,Water,Groundwater,10/5/2016,CST,MNDA_PESTICIDE-249811,Total,NA,No Unit,48.325939,-96.651524
MNDA_PESTICIDE,Water,Groundwater,4/25/2017,CST,MNDA_PESTICIDE-249811,Total,NA,No Unit,48.325939,-96.651524
MNDA_PESTICIDE,Water,Groundwater,10/5/2017,CST,MNDA_PESTICIDE-249811,Total,NA,No Unit,48.325939,-96.651524
MNDA_PESTICIDE,Water,Surface Water,9/13/2017,CST,MNDA_PESTICIDE-26-0071-00-201,Total,NA,No Unit,46.101482,-95.819663
MNDA_PESTICIDE,Water,Groundwater,4/28/2016,CST,MNDA_PESTICIDE-267838,Total,NA,No Unit,47.77472,-96.35222
MNDA_PESTICIDE,Water,Groundwater,10/5/2016,CST,MNDA_PESTICIDE-267838,Total,NA,No Unit,47.77472,-96.35222
MNDA_PESTICIDE,Water,Groundwater,5/4/2017,CST,MNDA_PESTICIDE-267838,Total,NA,No Unit,47.77472,-96.35222
MNDA_PESTICIDE,Water,Groundwater,10/5/2017,CST,MNDA_PESTICIDE-267838,Total,NA,No Unit,47.77472,-96.35222
MNDA_PESTICIDE,Water,Surface Water,7/31/2017,CST,MNDA_PESTICIDE-29-0296-00-201,Total,NA,No Unit,47.159978,-95.05449
MNDA_PESTICIDE,Water,Surface Water,7/10/2017,CST,MNDA_PESTICIDE-30-0072-00-209,Total,NA,No Unit,45.474289,-93.345209
MNDA_PESTICIDE,Water,Surface Water,9/7/2017,CST,MNDA_PESTICIDE-31-0200-00-201,Total,NA,No Unit,47.172119,-93.400332
MNDA_PESTICIDE,Water,Surface Water,8/1/2017,CST,MNDA_PESTICIDE-31-0266-01-204,Total,NA,No Unit,47.586359,-93.379066
MNDA_PESTICIDE,Water,Surface Water,8/14/2017,CST,MNDA_PESTICIDE-31-0513-00-201,Total,NA,No Unit,47.672709,-93.495852
MNDA_PESTICIDE,Water,Surface Water,8/15/2017,CST,MNDA_PESTICIDE-31-0623-00-201,Total,NA,No Unit,47.522616,-93.665644
MNDA_PESTICIDE,Water,Surface Water,7/24/2017,CST,MNDA_PESTICIDE-34-0033-00-202,Total,NA,No Unit,45.077661,-94.810401
MNDA_PESTICIDE,Water,Surface Water,7/25/2017,CST,MNDA_PESTICIDE-34-0206-00-201,Total,NA,No Unit,45.309989,-95.043782
MNDA_PESTICIDE,Water,Surface Water,7/25/2017,CST,MNDA_PESTICIDE-34-0206-00-201,Total,NA,No Unit,45.309989,-95.043782
MNDA_PESTICIDE,Water,Surface Water,8/22/2017,CST,MNDA_PESTICIDE-34-0440-00-201,Total,NA,No Unit,45.010817,-94.957289
MNDA_PESTICIDE,Water,Surface Water,8/22/2017,CST,MNDA_PESTICIDE-38-0492-00-201,Total,NA,No Unit,48.049652,-91.302972
MNDA_PESTICIDE,Water,Surface Water,8/16/2017,CST,MNDA_PESTICIDE-38-0623-00-202,Total,NA,No Unit,48.022216,-91.438954
MNDA_PESTICIDE,Water,Surface Water,9/14/2017,CST,MNDA_PESTICIDE-43-0014-00-103,Total,NA,No Unit,44.945452,-94.035091
MNDA_PESTICIDE,Water,Surface Water,9/14/2017,CST,MNDA_PESTICIDE-43-0014-00-103,Total,NA,No Unit,44.945452,-94.035091
MNDA_PESTICIDE,Water,Surface Water,8/1/2017,CST,MNDA_PESTICIDE-44-0155-00-201,Total,NA,No Unit,47.480815,-95.685045
MNDA_PESTICIDE,Water,Surface Water,8/23/2017,CST,MNDA_PESTICIDE-47-0015-00-202,Total,NA,No Unit,44.996679,-94.341
MNDA_PESTICIDE,Water,Groundwater,4/6/2016,CST,MNDA_PESTICIDE-483549,Total,NA,No Unit,43.587395,-96.196157
MNDA_PESTICIDE,Water,Surface Water,8/7/2017,CST,MNDA_PESTICIDE-49-0139-00-202,Total,NA,No Unit,46.196726,-94.57418
MNDA_PESTICIDE,Water,Groundwater,4/13/2016,CST,MNDA_PESTICIDE-492127,Total,NA,No Unit,43.915779,-95.189051
MNDA_PESTICIDE,Water,Groundwater,10/30/2016,CST,MNDA_PESTICIDE-492127,Total,NA,No Unit,43.915779,-95.189051
MNDA_PESTICIDE,Water,Groundwater,10/30/2016,CST,MNDA_PESTICIDE-492127,Total,NA,No Unit,43.915779,-95.189051
MNDA_PESTICIDE,Water,Groundwater,4/13/2017,CST,MNDA_PESTICIDE-492127,Total,NA,No Unit,43.915779,-95.189051
MNDA_PESTICIDE,Water,Groundwater,10/9/2017,CST,MNDA_PESTICIDE-492127,Total,NA,No Unit,43.915779,-95.189051
MNDA_PESTICIDE,Water,Groundwater,4/20/2016,CST,MNDA_PESTICIDE-547457,Total,NA,No Unit,46.3865,-95.0303
MNDA_PESTICIDE,Water,Groundwater,10/2/2017,CST,MNDA_PESTICIDE-547460,Total,NA,No Unit,46.3885,-95.1153
MNDA_PESTICIDE,Water,Groundwater,4/25/2017,CST,MNDA_PESTICIDE-547467,Total,NA,No Unit,46.7981,-94.9904
MNDA_PESTICIDE,Water,Surface Water,8/28/2017,CST,MNDA_PESTICIDE-56-0134-00-201,Total,NA,No Unit,46.148952,-95.522031
MNDA_PESTICIDE,Water,Surface Water,9/12/2017,CST,MNDA_PESTICIDE-56-0171-02-201,Total,NA,No Unit,46.266407,-95.618624
MNDA_PESTICIDE,Water,Surface Water,8/8/2017,CST,MNDA_PESTICIDE-56-0476-00-102,Total,NA,No Unit,46.419425,-95.840022
MNDA_PESTICIDE,Water,Surface Water,8/29/2017,CST,MNDA_PESTICIDE-56-0810-00-202,Total,NA,No Unit,46.127362,-96.133171
MNDA_PESTICIDE,Water,Surface Water,9/11/2017,CST,MNDA_PESTICIDE-56-0846-00-201,Total,NA,No Unit,46.223207,-96.043811
MNDA_PESTICIDE,Water,Groundwater,8/4/2016,CST,MNDA_PESTICIDE-560410,Total,NA,No Unit,45.0989,-93.3392
MNDA_PESTICIDE,Water,Groundwater,8/2/2016,CST,MNDA_PESTICIDE-560412,Total,NA,No Unit,45.103283,-93.30848
MNDA_PESTICIDE,Water,Groundwater,8/7/2017,CST,MNDA_PESTICIDE-560412,Total,NA,No Unit,45.103283,-93.30848
MNDA_PESTICIDE,Water,Groundwater,8/4/2016,CST,MNDA_PESTICIDE-560415,Total,NA,No Unit,45.08065,-93.34732
MNDA_PESTICIDE,Water,Groundwater,8/5/2016,CST,MNDA_PESTICIDE-560418,Total,NA,No Unit,45.058925,-93.33807
MNDA_PESTICIDE,Water,Groundwater,8/5/2016,CST,MNDA_PESTICIDE-560422,Total,NA,No Unit,45.052462,-93.350506
MNDA_PESTICIDE,Water,Groundwater,8/8/2017,CST,MNDA_PESTICIDE-560425,Total,NA,No Unit,45.043,-93.2996
MNDA_PESTICIDE,Water,Groundwater,8/12/2016,CST,MNDA_PESTICIDE-561099,Total,NA,No Unit,45.548056,-94.149457
MNDA_PESTICIDE,Water,Surface Water,8/31/2017,CST,MNDA_PESTICIDE-58-0013-00-201,Total,NA,No Unit,46.052827,-92.472166
MNDA_PESTICIDE,Water,Groundwater,11/2/2016,CST,MNDA_PESTICIDE-588380,Total,NA,No Unit,45.470956,-94.13975
MNDA_PESTICIDE,Water,Groundwater,10/19/2017,CST,MNDA_PESTICIDE-588380,Total,NA,No Unit,45.470956,-94.13975
MNDA_PESTICIDE,Water,Groundwater,8/11/2016,CST,MNDA_PESTICIDE-588392,Total,NA,No Unit,45.5569,-94.1825
MNDA_PESTICIDE,Water,Groundwater,4/29/2016,CST,MNDA_PESTICIDE-594112,Total,NA,No Unit,45.577531,-94.260725
MNDA_PESTICIDE,Water,Groundwater,5/12/2017,CST,MNDA_PESTICIDE-609964,Total,NA,No Unit,45.705763,-94.19077
MNDA_PESTICIDE,Water,Groundwater,10/13/2016,CST,MNDA_PESTICIDE-609965,Total,NA,No Unit,45.7079,-94.19082
MNDA_PESTICIDE,Water,Groundwater,10/10/2016,CST,MNDA_PESTICIDE-609970,Total,NA,No Unit,45.745933,-94.221917
MNDA_PESTICIDE,Water,Groundwater,10/9/2017,CST,MNDA_PESTICIDE-609970,Total,NA,No Unit,45.745933,-94.221917
MNDA_PESTICIDE,Water,Groundwater,5/5/2016,CST,MNDA_PESTICIDE-610991,Total,NA,No Unit,45.6793,-95.3041
MNDA_PESTICIDE,Water,Groundwater,10/18/2017,CST,MNDA_PESTICIDE-610991,Total,NA,No Unit,45.6793,-95.3041
MNDA_PESTICIDE,Water,Groundwater,4/20/2016,CST,MNDA_PESTICIDE-610992,Total,NA,No Unit,45.693733,-95.233948
MNDA_PESTICIDE,Water,Groundwater,10/13/2016,CST,MNDA_PESTICIDE-610992,Total,NA,No Unit,45.693733,-95.233948
MNDA_PESTICIDE,Water,Groundwater,4/24/2017,CST,MNDA_PESTICIDE-610992,Total,NA,No Unit,45.693733,-95.233948
MNDA_PESTICIDE,Water,Groundwater,4/24/2017,CST,MNDA_PESTICIDE-610992,Total,NA,No Unit,45.693733,-95.233948
MNDA_PESTICIDE,Water,Groundwater,10/12/2017,CST,MNDA_PESTICIDE-610992,Total,NA,No Unit,45.693733,-95.233948
MNDA_PESTICIDE,Water,Groundwater,10/12/2016,CST,MNDA_PESTICIDE-610998,Total,NA,No Unit,45.6628,-95.3555
MNDA_PESTICIDE,Water,Groundwater,10/18/2017,CST,MNDA_PESTICIDE-610998,Total,NA,No Unit,45.6628,-95.3555
MNDA_PESTICIDE,Water,Groundwater,10/12/2016,CST,MNDA_PESTICIDE-611955,Total,NA,No Unit,45.520897,-95.301343
MNDA_PESTICIDE,Water,Groundwater,4/27/2017,CST,MNDA_PESTICIDE-611955,Total,NA,No Unit,45.520897,-95.301343
MNDA_PESTICIDE,Water,Groundwater,10/12/2016,CST,MNDA_PESTICIDE-611959,Total,NA,No Unit,45.650166,-95.25317
MNDA_PESTICIDE,Water,Groundwater,10/18/2017,CST,MNDA_PESTICIDE-611959,Total,NA,No Unit,45.650166,-95.25317
MNDA_PESTICIDE,Water,Groundwater,10/12/2016,CST,MNDA_PESTICIDE-611960,Total,NA,No Unit,45.4922,-95.2062
MNDA_PESTICIDE,Water,Groundwater,4/27/2017,CST,MNDA_PESTICIDE-611960,Total,NA,No Unit,45.4922,-95.2062
MNDA_PESTICIDE,Water,Groundwater,10/12/2016,CST,MNDA_PESTICIDE-616338,Total,NA,No Unit,46.460781,-95.176435
MNDA_PESTICIDE,Water,Groundwater,5/2/2017,CST,MNDA_PESTICIDE-616338,Total,NA,No Unit,46.460781,-95.176435
MNDA_PESTICIDE,Water,Groundwater,4/25/2016,CST,MNDA_PESTICIDE-616340,Total,NA,No Unit,46.147841,-95.277466
MNDA_PESTICIDE,Water,Groundwater,10/24/2016,CST,MNDA_PESTICIDE-616340,Total,NA,No Unit,46.147841,-95.277466
MNDA_PESTICIDE,Water,Groundwater,4/24/2017,CST,MNDA_PESTICIDE-616340,Total,NA,No Unit,46.147841,-95.277466
MNDA_PESTICIDE,Water,Groundwater,11/8/2017,CST,MNDA_PESTICIDE-616340,Total,NA,No Unit,46.147841,-95.277466
MNDA_PESTICIDE,Water,Groundwater,11/8/2017,CST,MNDA_PESTICIDE-616342,Total,NA,No Unit,46.192964,-95.356175
MNDA_PESTICIDE,Water,Groundwater,4/20/2016,CST,MNDA_PESTICIDE-616343,Total,NA,No Unit,46.193,-95.3562
MNDA_PESTICIDE,Water,Groundwater,10/12/2016,CST,MNDA_PESTICIDE-616346,Total,NA,No Unit,46.419789,-95.322443
MNDA_PESTICIDE,Water,Groundwater,5/3/2017,CST,MNDA_PESTICIDE-616346,Total,NA,No Unit,46.419789,-95.322443
MNDA_PESTICIDE,Water,Surface Water,7/10/2017,CST,MNDA_PESTICIDE-62-0073-00-202,Total,NA,No Unit,45.075733,-93.1297
MNDA_PESTICIDE,Water,Groundwater,4/11/2016,CST,MNDA_PESTICIDE-623070,Total,NA,No Unit,44.007632,-95.590363
MNDA_PESTICIDE,Water,Groundwater,10/27/2016,CST,MNDA_PESTICIDE-623070,Total,NA,No Unit,44.007632,-95.590363
MNDA_PESTICIDE,Water,Groundwater,4/11/2017,CST,MNDA_PESTICIDE-623070,Total,NA,No Unit,44.007632,-95.590363
MNDA_PESTICIDE,Water,Groundwater,10/9/2017,CST,MNDA_PESTICIDE-623070,Total,NA,No Unit,44.007632,-95.590363
MNDA_PESTICIDE,Water,Groundwater,5/4/2016,CST,MNDA_PESTICIDE-623396,Total,NA,No Unit,45.6275,-94.7472
MNDA_PESTICIDE,Water,Groundwater,10/18/2017,CST,MNDA_PESTICIDE-623396,Total,NA,No Unit,45.6275,-94.7472
MNDA_PESTICIDE,Water,Groundwater,5/4/2016,CST,MNDA_PESTICIDE-623399,Total,NA,No Unit,45.762777,-95.057368
MNDA_PESTICIDE,Water,Groundwater,5/4/2016,CST,MNDA_PESTICIDE-623399,Total,NA,No Unit,45.762777,-95.057368
MNDA_PESTICIDE,Water,Groundwater,10/18/2017,CST,MNDA_PESTICIDE-623399,Total,NA,No Unit,45.762777,-95.057368
MNDA_PESTICIDE,Water,Groundwater,4/20/2016,CST,MNDA_PESTICIDE-623605,Total,NA,No Unit,46.521371,-95.513838
MNDA_PESTICIDE,Water,Groundwater,11/8/2017,CST,MNDA_PESTICIDE-623605,Total,NA,No Unit,46.521371,-95.513838
MNDA_PESTICIDE,Water,Groundwater,4/19/2016,CST,MNDA_PESTICIDE-623608,Total,NA,No Unit,46.600451,-95.523653
MNDA_PESTICIDE,Water,Groundwater,10/2/2017,CST,MNDA_PESTICIDE-623608,Total,NA,No Unit,46.600451,-95.523653
MNDA_PESTICIDE,Water,Groundwater,4/20/2016,CST,MNDA_PESTICIDE-623609,Total,NA,No Unit,46.209255,-95.324459
MNDA_PESTICIDE,Water,Groundwater,4/20/2016,CST,MNDA_PESTICIDE-623609,Total,NA,No Unit,46.209255,-95.324459
MNDA_PESTICIDE,Water,Groundwater,11/8/2017,CST,MNDA_PESTICIDE-623609,Total,NA,No Unit,46.209255,-95.324459
MNDA_PESTICIDE,Water,Groundwater,4/19/2016,CST,MNDA_PESTICIDE-623611,Total,NA,No Unit,46.608093,-95.616876
MNDA_PESTICIDE,Water,Groundwater,11/8/2017,CST,MNDA_PESTICIDE-623611,Total,NA,No Unit,46.608093,-95.616876
MNDA_PESTICIDE,Water,Groundwater,5/3/2016,CST,MNDA_PESTICIDE-623613,Total,NA,No Unit,46.2893,-95.6275
MNDA_PESTICIDE,Water,Groundwater,5/4/2017,CST,MNDA_PESTICIDE-623613,Total,NA,No Unit,46.2893,-95.6275
MNDA_PESTICIDE,Water,Groundwater,5/3/2016,CST,MNDA_PESTICIDE-623617,Total,NA,No Unit,46.423936,-95.573194
MNDA_PESTICIDE,Water,Groundwater,5/4/2017,CST,MNDA_PESTICIDE-623617,Total,NA,No Unit,46.423936,-95.573194
MNDA_PESTICIDE,Water,Groundwater,5/4/2017,CST,MNDA_PESTICIDE-623617,Total,NA,No Unit,46.423936,-95.573194
MNDA_PESTICIDE,Water,Groundwater,5/2/2017,CST,MNDA_PESTICIDE-623620,Total,NA,No Unit,46.406203,-95.207901
MNDA_PESTICIDE,Water,Groundwater,4/20/2016,CST,MNDA_PESTICIDE-623621,Total,NA,No Unit,46.4062,-95.2079
MNDA_PESTICIDE,Water,Groundwater,10/12/2016,CST,MNDA_PESTICIDE-623623,Total,NA,No Unit,46.2243,-95.617
MNDA_PESTICIDE,Water,Groundwater,5/4/2017,CST,MNDA_PESTICIDE-623623,Total,NA,No Unit,46.2243,-95.617
MNDA_PESTICIDE,Water,Groundwater,10/12/2016,CST,MNDA_PESTICIDE-623625,Total,NA,No Unit,46.3403,-95.6992
MNDA_PESTICIDE,Water,Groundwater,4/17/2017,CST,MNDA_PESTICIDE-623625,Total,NA,No Unit,46.3403,-95.6992
MNDA_PESTICIDE,Water,Groundwater,10/11/2016,CST,MNDA_PESTICIDE-623627,Total,NA,No Unit,46.6894,-95.6855
MNDA_PESTICIDE,Water,Groundwater,10/11/2016,CST,MNDA_PESTICIDE-623627,Total,NA,No Unit,46.6894,-95.6855
MNDA_PESTICIDE,Water,Groundwater,4/17/2017,CST,MNDA_PESTICIDE-623627,Total,NA,No Unit,46.6894,-95.6855
MNDA_PESTICIDE,Water,Groundwater,10/11/2016,CST,MNDA_PESTICIDE-623633,Total,NA,No Unit,46.6744,-96.0966
MNDA_PESTICIDE,Water,Groundwater,10/4/2017,CST,MNDA_PESTICIDE-623633,Total,NA,No Unit,46.6744,-96.0966
MNDA_PESTICIDE,Water,Groundwater,4/17/2017,CST,MNDA_PESTICIDE-623634,Total,NA,No Unit,46.627926,-95.710109
MNDA_PESTICIDE,Water,Groundwater,10/11/2016,CST,MNDA_PESTICIDE-623635,Total,NA,No Unit,46.6279,-95.7101
MNDA_PESTICIDE,Water,Groundwater,10/11/2016,CST,MNDA_PESTICIDE-623635,Total,NA,No Unit,46.6279,-95.7101
MNDA_PESTICIDE,Water,Groundwater,5/3/2016,CST,MNDA_PESTICIDE-623637,Total,NA,No Unit,46.4229,-95.7807
MNDA_PESTICIDE,Water,Groundwater,11/8/2017,CST,MNDA_PESTICIDE-623637,Total,NA,No Unit,46.4229,-95.7807
MNDA_PESTICIDE,Water,Groundwater,10/11/2016,CST,MNDA_PESTICIDE-623648,Total,NA,No Unit,46.578551,-95.658533
MNDA_PESTICIDE,Water,Groundwater,4/17/2017,CST,MNDA_PESTICIDE-623648,Total,NA,No Unit,46.578551,-95.658533
MNDA_PESTICIDE,Water,Groundwater,10/10/2016,CST,MNDA_PESTICIDE-626192,Total,NA,No Unit,46.4415,-94.926
MNDA_PESTICIDE,Water,Groundwater,10/2/2017,CST,MNDA_PESTICIDE-626192,Total,NA,No Unit,46.4415,-94.926
MNDA_PESTICIDE,Water,Groundwater,10/12/2016,CST,MNDA_PESTICIDE-626195,Total,NA,No Unit,46.388451,-95.115253
MNDA_PESTICIDE,Water,Groundwater,10/11/2016,CST,MNDA_PESTICIDE-626196,Total,NA,No Unit,46.390274,-94.930924
MNDA_PESTICIDE,Water,Groundwater,5/2/2017,CST,MNDA_PESTICIDE-626196,Total,NA,No Unit,46.390274,-94.930924
MNDA_PESTICIDE,Water,Groundwater,5/11/2017,CST,MNDA_PESTICIDE-628951,Total,NA,No Unit,45.577572,-94.26074
